mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
17.99,10.38,122.8,1001.0,0.1184,0.2776,0.3001,0.1471,0.2419,0.07871,1.095,0.9053,8.589,153.4,0.006399,0.04904,0.05373,0.01587,0.03003,0.006193,25.38,17.33,184.6,2019.0,0.1622,0.6656,0.7119,0.2654,0.4601,0.1189,0
20.57,17.77,132.9,1326.0,0.08474,0.07864,0.0869,0.07017,0.1812,0.05667,0.5435,0.7339,3.398,74.08,0.005225,0.01308,0.0186,0.0134,0.01389,0.003532,24.99,23.41,158.8,1956.0,0.1238,0.1866,0.2416,0.186,0.275,0.08902,0
19.69,21.25,130.0,1203.0,0.1096,0.1599,0.1974,0.1279,0.2069,0.05999,0.7456,0.7869,4.585,94.03,0.00615,0.04006,0.03832,0.02058,0.0225,0.004571,23.57,25.53,152.5,1709.0,0.1444,0.4245,0.4504,0.243,0.3613,0.08758,0
11.42,20.38,77.58,386.1,0.1425,0.2839,0.2414,0.1052,0.2597,0.09744,0.4956,1.156,3.445,27.23,0.00911,0.07458,0.05661,0.01867,0.05963,0.009208,14.91,26.5,98.87,567.7,0.2098,0.8663,0.6869,0.2575,0.6638,0.173,0
20.29,14.34,135.1,1297.0,0.1003,0.1328,0.198,0.1043,0.1809,0.05883,0.7572,0.7813,5.438,94.44,0.01149,0.02461,0.05688,0.01885,0.01756,0.005115,22.54,16.67,152.2,1575.0,0.1374,0.205,0.4,0.1625,0.2364,0.07678,0
12.45,15.7,82.57,477.1,0.1278,0.17,0.1578,0.08089,0.2087,0.07613,0.3345,0.8902,2.217,27.19,0.00751,0.03345,0.03672,0.01137,0.02165,0.005082,15.47,23.75,103.4,741.6,0.1791,0.5249,0.5355,0.1741,0.3985,0.1244,0
18.25,19.98,119.6,1040.0,0.09463,0.109,0.1127,0.074,0.1794,0.05742,0.4467,0.7732,3.18,53.91,0.004314,0.01382,0.02254,0.01039,0.01369,0.002179,22.88,27.66,153.2,1606.0,0.1442,0.2576,0.3784,0.1932,0.3063,0.08368,0
13.71,20.83,90.2,577.9,0.1189,0.1645,0.09366,0.05985,0.2196,0.07451,0.5835,1.377,3.856,50.96,0.008805,0.03029,0.02488,0.01448,0.01486,0.005412,17.06,28.14,110.6,897.0,0.1654,0.3682,0.2678,0.1556,0.3196,0.1151,0
15.612607,21.82,175.956654,-1443.577599,0.1273,0.1932,-0.040078,0.09353,0.127825,0.07389,0.3063,1.381981,8.498402,-1.518264,0.005731,0.03502,0.252087,0.01226,0.066009,0.007611,18.424302,30.73,106.2,1255.227969,0.122597,0.932959,0.539,0.206,0.4378,0.1072,0
12.46,24.04,83.97,475.9,0.1186,0.2396,0.2273,0.08543,0.203,0.08243,0.2976,1.599,2.039,23.94,0.007149,0.07217,0.07743,0.01432,0.01789,0.01008,15.09,40.68,97.65,711.4,0.1853,1.058,1.105,0.221,0.4366,0.2075,0
16.02,31.462718,102.7,797.8,0.015702,0.022132,-0.315543,-0.01346,0.1528,0.089499,0.3795,1.187,2.466,40.51,-0.002802,0.002018,0.01101,0.054027,0.0146,-0.006599,19.19,58.738631,125.835026,1150.0,0.1181,0.368992,0.1459,0.396126,0.383936,0.08452,0
15.78,17.89,53.929644,781.0,0.033676,0.1292,0.030835,0.063212,0.099409,0.06082,0.545925,-2.140489,3.564,57.353721,0.005771,0.04061,-0.054967,0.030931,0.02008,0.01694,20.42,27.28,136.5,-2873.228072,0.117574,0.5609,0.3965,0.179271,0.638776,0.1048,0
19.17,7.707073,22.586954,1572.879805,0.025645,0.2458,0.2065,0.1118,0.2397,0.078,0.9555,3.568,11.07,116.2,0.012187,0.029344,0.103411,0.087324,0.036458,0.019134,22.339744,29.94,173.667684,1559.660153,0.108988,0.3903,0.3639,0.1767,0.3176,0.031167,0
15.85,23.95,103.7,782.7,0.08401,0.1002,0.09938,0.05364,0.1847,0.05338,0.4033,1.078,2.903,36.58,0.009769,0.03126,0.05051,0.01992,0.02981,0.003002,16.84,27.66,112.0,876.5,0.1131,0.1924,0.2322,0.1119,0.2809,0.06287,0
13.73,22.61,93.6,578.3,0.1131,0.2293,0.2128,0.08025,0.2069,0.07682,0.2121,1.169,2.061,19.21,0.006429,0.05936,0.05501,0.01628,0.01961,0.008093,15.03,32.01,108.8,697.7,0.1651,0.7725,0.6943,0.2208,0.3596,0.1431,0
14.54,27.54,96.73,658.8,0.1139,0.1595,0.1639,0.07364,0.2303,0.07077,0.37,1.033,2.879,32.55,0.005607,0.0424,0.04741,0.0109,0.01857,0.005466,17.46,37.13,124.1,943.2,0.1678,0.6577,0.7026,0.1712,0.4218,0.1341,0
14.68,20.13,94.74,684.5,0.09867,0.072,0.07395,0.05259,0.1586,0.05922,0.4727,1.24,3.195,45.4,0.005718,0.01162,0.01998,0.01109,0.0141,0.002085,19.07,30.88,123.4,1138.0,0.1464,0.1871,0.2914,0.1609,0.3029,0.08216,0
-1.257953,20.68,-7.12406,1582.98715,0.095242,0.128741,0.1722,0.227802,0.2164,0.07356,0.5692,-1.520478,3.854,-76.21697,0.008182,0.02501,0.018291,-0.012924,0.045919,0.004142,20.96,31.48,215.222518,1315.0,0.1789,-0.072309,0.4784,0.331231,0.3706,0.1142,0
21.731624,22.15,130.0,1544.737153,0.096291,0.1027,0.1479,0.09498,0.008662,0.05395,1.499521,-0.147323,11.842647,38.400015,0.006494,0.074548,0.137108,-0.005988,0.01356,0.001997,18.067587,30.88,186.8,2398.0,0.158259,0.315,0.920678,0.157541,0.2768,0.07615,0
13.54,14.36,87.46,566.3,0.09779,0.08129,0.06664,0.04781,0.1885,0.05766,0.2699,0.7886,2.058,23.56,0.008462,0.0146,0.02387,0.01315,0.0198,0.0023,15.11,19.26,99.7,711.2,0.144,0.1773,0.239,0.1288,0.2977,0.07259,1
13.08,15.71,85.63,520.0,0.1075,0.127,0.04568,0.0311,0.1967,0.06811,0.1852,0.7477,1.383,14.67,0.004097,0.01898,0.01698,0.00649,0.01678,0.002425,14.5,20.49,96.09,630.5,0.1312,0.2776,0.189,0.07283,0.3184,0.08183,1
9.504,12.44,60.34,273.9,0.1024,0.06492,0.02956,0.02076,0.1815,0.06905,0.2773,0.9768,1.909,15.7,0.009606,0.01432,0.01985,0.01421,0.02027,0.002968,10.23,15.66,65.13,314.9,0.1324,0.1148,0.08867,0.06227,0.245,0.07773,1
15.34,-0.243348,102.5,704.4,0.1073,0.2135,0.241254,0.09756,0.228962,0.07032,1.210038,0.7096,6.400348,44.91,0.006789,0.062675,-0.037763,0.02252,0.042834,0.004394,18.07,10.811411,125.1,-676.468282,0.154757,0.0744,0.6305,0.161589,0.571377,0.113152,0
21.16,23.04,137.2,2002.990682,0.09428,0.1022,0.167095,0.283397,0.147315,0.038428,-0.24958,1.127,4.303,93.99,0.004728,0.01259,0.214045,0.01038,0.017327,0.005339,35.29736,35.59,188.0,2519.207768,0.235402,0.26,0.519866,0.2009,-0.087907,0.066609,0
16.65,21.38,110.0,904.6,0.1121,0.1457,0.1525,0.0917,0.1995,0.0633,0.8068,0.9017,5.455,102.6,0.006048,0.01882,0.02741,0.0113,0.01468,0.002801,26.46,31.56,177.0,2215.0,0.1805,0.3578,0.4695,0.2095,0.3613,0.09564,0
